set_code,set_name,set_url,card_no,name,jp_name,card_url,grade,nation,type,rarity
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/011,"Mad Flame Monster, Blezergas",狂焔怪獣ブレゼルガス,"https://cardfight.fandom.com/wiki/Mad_Flame_Monster,_Blezergas",1,Brandt Gate,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/012,"Silverstar Dragon, Seyferd",銀星竜セイファード,"https://cardfight.fandom.com/wiki/Silverstar_Dragon,_Seyferd",1,Brandt Gate,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/013,"White Jeweled Beast, Synthetica",白宝獣シンセティカ,"https://cardfight.fandom.com/wiki/White_Jeweled_Beast,_Synthetica",1,Brandt Gate,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/014,"Forefront Knight, Teithfallt",陣頭の騎士テイスファルト,"https://cardfight.fandom.com/wiki/Forefront_Knight,_Teithfallt",2,Keter Sanctuary,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/015,"Knight of Starry Skies, Zero",星空の騎士ゼロ,"https://cardfight.fandom.com/wiki/Knight_of_Starry_Skies,_Zero",2,Keter Sanctuary,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/016,"Yellow Jeweled Beast, Tolpaz",黄宝獣トールパーズ,"https://cardfight.fandom.com/wiki/Yellow_Jeweled_Beast,_Tolpaz",1,Keter Sanctuary,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/017,"Brilliant Dragon, Bradiark",昂照竜ブレディアーク,"https://cardfight.fandom.com/wiki/Brilliant_Dragon,_Bradiark",1,Keter Sanctuary,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/018,"Knight of All Night, Esnia",終夜の騎士エスニア,"https://cardfight.fandom.com/wiki/Knight_of_All_Night,_Esnia",1,Keter Sanctuary,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/019,"Deeplands, Meydith",深淵霊域メイディス,"https://cardfight.fandom.com/wiki/Deeplands,_Meydith",2,Stoicheia,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/020,"Illusivewing Dragon, Fjarmja",幻翅竜フェアルミア,"https://cardfight.fandom.com/wiki/Illusivewing_Dragon,_Fjarmja",1,Stoicheia,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/021,"Fairy of Reluctant Farewell, Aptisheet",惜別の妖精アプティシート,"https://cardfight.fandom.com/wiki/Fairy_of_Reluctant_Farewell,_Aptisheet",1,Stoicheia,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/022,"Green Jeweled Beast, Elmedar",緑宝獣エルメイダ,"https://cardfight.fandom.com/wiki/Green_Jeweled_Beast,_Elmedar",1,Stoicheia,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/023,Imagine It! A Photo Session with Marlean! Downer Onee-san,イメイジしろ！マルレーンとチェキ会を！ダウナーお姉さん,https://cardfight.fandom.com/wiki/Imagine_It!_A_Photo_Session_with_Marlean!_Downer_Onee-san,3,Lyrical Monasterio,Persona Ride,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/024,"One Night Witch, Strega",今夜だけの魔女ストレージャ,"https://cardfight.fandom.com/wiki/One_Night_Witch,_Strega",2,Lyrical Monasterio,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/025,"Seasong Dragon, Elestino",海謡竜エレスティーノ,"https://cardfight.fandom.com/wiki/Seasong_Dragon,_Elestino",1,Lyrical Monasterio,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/026,"Rainbow Jeweled Beast, Olpirais",虹宝獣オルピリス,"https://cardfight.fandom.com/wiki/Rainbow_Jeweled_Beast,_Olpirais",1,Lyrical Monasterio,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/027,"Break Fang Evil Bond, Alrest & Volgamort",砕牙凶縛アレイスト＆フォルガモルト,"https://cardfight.fandom.com/wiki/Break_Fang_Evil_Bond,_Alrest_%26_Volgamort",2,Dragon Empire,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/028,"Dream Sky Mutual Love, Naama & Samaell",夢天相愛ナアマ＆サマエル,"https://cardfight.fandom.com/wiki/Dream_Sky_Mutual_Love,_Naama_%26_Samaell",2,Dark States,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/029,"Heavy Corrosion Disconnection, Gravell & Olgulus",重蝕望緑グラヴェル＆オルグス,"https://cardfight.fandom.com/wiki/Heavy_Corrosion_Disconnection,_Gravell_%26_Olgulus",2,Brandt Gate,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/030,"Snow Soul Revenge, Maldeas & Koyuki",崩仇雪魂マルディアス＆コユキ,"https://cardfight.fandom.com/wiki/Snow_Soul_Revenge,_Maldeas_%26_Koyuki",2,Keter Sanctuary,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/031,"Corpse Hunting Rend Cataclysm, Roveena & Zuin",屍猟裂災ロヴィーナ＆ズウィン,"https://cardfight.fandom.com/wiki/Corpse_Hunting_Rend_Cataclysm,_Roveena_%26_Zuin",2,Stoicheia,,RRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/032,"Illusory Tunes Nymph, Keishou",幻奏仙女ケイショウ,"https://cardfight.fandom.com/wiki/Illusory_Tunes_Nymph,_Keishou",2,Dragon Empire,,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/033,"Stealth Dragon, Souzan",忍竜ソウザン,"https://cardfight.fandom.com/wiki/Stealth_Dragon,_Souzan",1,Dragon Empire,,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/034,"Stealth Fiend, Futakuchiyo",忍妖フタクチヨ,"https://cardfight.fandom.com/wiki/Stealth_Fiend,_Futakuchiyo",0,Dragon Empire,Front,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/035,Festive Trapezist,フェスティヴ・トラピージスト,https://cardfight.fandom.com/wiki/Festive_Trapezist,2,Dark States,,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/036,"Adventure Studies Academic, Arius",冒険科学士アリウス,"https://cardfight.fandom.com/wiki/Adventure_Studies_Academic,_Arius",2,Dark States,,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/037,"Shadow Stabbing Demonic Spear Knight, Criminatress",冥刺の魔槍士クリミナトレス,"https://cardfight.fandom.com/wiki/Shadow_Stabbing_Demonic_Spear_Knight,_Criminatress",1,Dark States,,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/038,"Strange Noise of Ruin, Aduro",破滅の怪音アドゥーロ,"https://cardfight.fandom.com/wiki/Strange_Noise_of_Ruin,_Aduro",0,Dark States,Front,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/039,"Imaginary Number Dragon, Diraxy",虚数竜ディラクシィ,"https://cardfight.fandom.com/wiki/Imaginary_Number_Dragon,_Diraxy",2,Brandt Gate,,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/040,Optimizing Mechanic,オプティマイジング・メカニック,https://cardfight.fandom.com/wiki/Optimizing_Mechanic,1,Brandt Gate,,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/041,"Endearing Vendor, Mateyna",エンディアリング・ベンダー マイティーナ,"https://cardfight.fandom.com/wiki/Endearing_Vendor,_Mateyna",0,Brandt Gate,Front,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/042,"Flash Crystal Dragon, Sevenavia",閃晶竜セブネイヴィア,"https://cardfight.fandom.com/wiki/Flash_Crystal_Dragon,_Sevenavia",2,Keter Sanctuary,,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/043,"Pale White Magic, Nonomira",皓白の魔法ノノミラ,"https://cardfight.fandom.com/wiki/Pale_White_Magic,_Nonomira",1,Keter Sanctuary,,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/044,"Divine Sister, Natilla",ディヴァインシスター なてぃーじゃ,"https://cardfight.fandom.com/wiki/Divine_Sister,_Natilla",0,Keter Sanctuary,Front,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/045,"Knight of Health and Welfare, Eterpines",衛福の騎士エテルピネス,"https://cardfight.fandom.com/wiki/Knight_of_Health_and_Welfare,_Eterpines",2,Stoicheia,,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/046,Lavish Scent Dragon,ラヴィッシュセント・ドラゴン,https://cardfight.fandom.com/wiki/Lavish_Scent_Dragon,1,Stoicheia,,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/047,"Tear Knight, Rothion",ティアーナイト ロティオン,"https://cardfight.fandom.com/wiki/Tear_Knight,_Rothion",0,Stoicheia,Front,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/048,"Spiny∧Spiky, Heathe",Spiny∧Spikyヒース,"https://cardfight.fandom.com/wiki/Spiny%E2%88%A7Spiky,_Heathe",0,Lyrical Monasterio,Front,RR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/049,"Stealth Dragon, Madowazu",忍竜マドワズ,"https://cardfight.fandom.com/wiki/Stealth_Dragon,_Madowazu",0,Dragon Empire,Critical,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/050,"Stealth Dragon, Midaregumo",忍竜ミダレグモ,"https://cardfight.fandom.com/wiki/Stealth_Dragon,_Midaregumo",0,Dragon Empire,Draw,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/051,"Stealth Dragon, Yamitaguri",忍竜ヤミタグリ,"https://cardfight.fandom.com/wiki/Stealth_Dragon,_Yamitaguri",0,Dragon Empire,Front,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/052,"Stealth Dragon, Shikintan",忍竜シキンタン,"https://cardfight.fandom.com/wiki/Stealth_Dragon,_Shikintan",0,Dragon Empire,Heal,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/053,Swanky Enthraller,スワンキィ・エンスローラー,https://cardfight.fandom.com/wiki/Swanky_Enthraller,0,Dark States,Critical,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/054,Silky Sky Actress,シルキィスカイ・アクトレス,https://cardfight.fandom.com/wiki/Silky_Sky_Actress,0,Dark States,Draw,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/055,Intrepid Spinner,イントレピッド・スピナー,https://cardfight.fandom.com/wiki/Intrepid_Spinner,0,Dark States,Front,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/056,Gambling Juggler,ギャンブリング・ジャグラー,https://cardfight.fandom.com/wiki/Gambling_Juggler,0,Dark States,Heal,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/057,Chain-like Cluster,チェイン・ライクラスタ,https://cardfight.fandom.com/wiki/Chain-like_Cluster,0,Brandt Gate,Critical,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/058,"Light-flux Bowman, Luminoflux",光束の撃手ルミノフラクス,"https://cardfight.fandom.com/wiki/Light-flux_Bowman,_Luminoflux",0,Brandt Gate,Draw,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/059,"Analysis Thrashing, Brightrim",討究の打擲ブライトリム,"https://cardfight.fandom.com/wiki/Analysis_Thrashing,_Brightrim",0,Brandt Gate,Front,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/060,Waving Hand of Vacuum Discharge,真空放電の揮い手,https://cardfight.fandom.com/wiki/Waving_Hand_of_Vacuum_Discharge,0,Brandt Gate,Heal,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/061,"Knight of Orderly Bow, Llyvarch",整弓の騎士サヴァルフ,"https://cardfight.fandom.com/wiki/Knight_of_Orderly_Bow,_Llyvarch",0,Keter Sanctuary,Critical,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/062,Accumulation Sage,アキュムレーション・セージ,https://cardfight.fandom.com/wiki/Accumulation_Sage,0,Keter Sanctuary,Draw,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/063,Shargaon,しゃるがおん,https://cardfight.fandom.com/wiki/Shargaon,0,Keter Sanctuary,Front,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/064,"Knight of Clarion Strings, Rikula",爽琴の騎士リクラ,"https://cardfight.fandom.com/wiki/Knight_of_Clarion_Strings,_Rikula",0,Keter Sanctuary,Heal,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/065,"Tear Knight, Costas",ティアーナイト コスタス,"https://cardfight.fandom.com/wiki/Tear_Knight,_Costas",0,Stoicheia,Critical,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/066,Scattered Strike Brave Shooter,散撃のブレイブ・シューター,https://cardfight.fandom.com/wiki/Scattered_Strike_Brave_Shooter,0,Stoicheia,Draw,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/067,"Tear Knight, Kaikilia",ティアーナイト カイキリア,"https://cardfight.fandom.com/wiki/Tear_Knight,_Kaikilia",0,Stoicheia,Front,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/068,"Battle Siren, Dorcea",戦場の歌姫ドルセア,"https://cardfight.fandom.com/wiki/Battle_Siren,_Dorcea",0,Stoicheia,Heal,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/069,"Fluffy Lady, Godelieve",ゆったりふわふわお嬢様ホーデリーフェ,"https://cardfight.fandom.com/wiki/Fluffy_Lady,_Godelieve",0,Lyrical Monasterio,Critical,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/070,"Answerer Encore, Daatje",止まぬ歓声に応えてダーチェ,"https://cardfight.fandom.com/wiki/Answerer_Encore,_Daatje",0,Lyrical Monasterio,Draw,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/071,"Pop Out Front Line, Gisela",飛び出せ最前線ヒセラ,"https://cardfight.fandom.com/wiki/Pop_Out_Front_Line,_Gisela",0,Lyrical Monasterio,Front,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/072,"Diva of Ataraxia, Georgina",清適の歌姫ショルシーナ,"https://cardfight.fandom.com/wiki/Diva_of_Ataraxia,_Georgina",0,Lyrical Monasterio,Heal,C
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/LG01,"Chakrabarthi Deity Dragon, Nirvana Bagarvan",天輪神竜ニルヴァーナ・バガヴァーン,"https://cardfight.fandom.com/wiki/Chakrabarthi_Deity_Dragon,_Nirvana_Bagarvan",3,Dragon Empire,Persona Ride,LGRRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/LG02,"Deity Strike Equip, Garna Vairina",武装神撃ガルナヴェルリーナ,"https://cardfight.fandom.com/wiki/Deity_Strike_Equip,_Garna_Vairina",2,Dragon Empire,,LGRRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/LG03,"Flame of Promise, Aermo",約束の火エルモ,"https://cardfight.fandom.com/wiki/Flame_of_Promise,_Aermo_(D_Series)",1,Dragon Empire,,LGRRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/LG04,Chronodragon Nextage,クロノドラゴン・ネクステージ,https://cardfight.fandom.com/wiki/Chronodragon_Nextage_(Fighter_Icon),4,Dark States,G unit,LGRRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/LG05,Chronojet Dragon,クロノジェット・ドラゴン,https://cardfight.fandom.com/wiki/Chronojet_Dragon_(Fighter_Icon),3,Dark States,,LGRRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/LG06,Upstream Dragon,アップストリーム・ドラゴン,https://cardfight.fandom.com/wiki/Upstream_Dragon_(Fighter_Icon),2,Dark States,,LGRRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/LG07,"Gleaming Lord, Uranus",煌天神ウラヌス,"https://cardfight.fandom.com/wiki/Gleaming_Lord,_Uranus_(D_Series)",3,Keter Sanctuary,Persona Ride,LGRRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/LG08,"Quaking Heavenly Dragon, Astraios Dragon",震天竜アストライオス・ドラゴン,"https://cardfight.fandom.com/wiki/Quaking_Heavenly_Dragon,_Astraios_Dragon_(D_Series)",3,Keter Sanctuary,Persona Ride,LGRRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/LG09,"High Dog Breeder, Akane",ハイドッグブリーダー アカネ,"https://cardfight.fandom.com/wiki/High_Dog_Breeder,_Akane_(D_Series)",2,Keter Sanctuary,,LGRRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/LG10,Astraia of the Full Heavens,満天のアストライアー,https://cardfight.fandom.com/wiki/Astraia_of_the_Full_Heavens_(D_Series),1,Keter Sanctuary,,LGRRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/LG11,"Blaze Equip Dragon, Vaikal",装焔竜ヴァイカル,"https://cardfight.fandom.com/wiki/Blaze_Equip_Dragon,_Vaikal",1,Dragon Empire,,LGRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/LG12,"Interdimensional Dragon, Mystery-flare Dragon",時空竜ミステリーフレア・ドラゴン,"https://cardfight.fandom.com/wiki/Interdimensional_Dragon,_Mystery-flare_Dragon_(D_Series)",4,Dark States,G unit,LGRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/LG13,"Steam Fighter, Balih",スチームファイター バリフ,"https://cardfight.fandom.com/wiki/Steam_Fighter,_Balih_(Fighter_Icon)",3,Dark States,Persona Ride,LGRR
VGE-DZ-SS16,The Legendary Vanguards,https://cardfight.fandom.com/wiki/DZ_Special_Series_16:_The_Legendary_Vanguards,DZ-SS16/LG14,"Steam Fighter, Amber",スチームファイター アンバー,"https://cardfight.fandom.com/wiki/Steam_Fighter,_Amber_(D_Series)",2,Dark States,,LGRR
